Startup Name,Founded Year,Country,Industry,Funding Stage,Total Funding 
Startup_3669,2008,Australia,Gaming,Series A,222.0
Startup_3670,2021,USA,Logistics,IPO,338.0
Startup_3671,2018,USA,E-commerce,Seed,407.0
Startup_3672,2010,UK,Healthcare,IPO,164.0
Startup_3673,2002,Brazil,Energy,Series B,254.0
Startup_3674,2018,USA,FoodTech,Series A,109.0
Startup_3675,2013,USA,Tech,Seed,295.0
Startup_3676,2012,China,Gaming,IPO,283.0
Startup_3677,2014,Germany,FoodTech,IPO,457.0
Startup_3678,2000,India,Healthcare,Series B,353.0
Startup_3679,2005,Australia,EdTech,Series C,396.0
Startup_3680,2013,Australia,Logistics,Seed,462.0
Startup_3681,2004,Brazil,Tech,IPO,270.0
Startup_3682,2020,Australia,Gaming,Series C,432.0
Startup_3683,2000,India,Healthcare,Series A,4.0
Startup_3684,2019,Germany,FoodTech,Series A,321.0
Startup_3685,2014,Japan,AI,Series B,77.0
Startup_3686,2022,Brazil,Healthcare,Seed,456.0
Startup_3687,2009,Brazil,FoodTech,IPO,118.0
Startup_3688,2011,France,FoodTech,IPO,36.0
Startup_3689,2000,Canada,Gaming,Series A,295.0
Startup_3690,2018,India,FoodTech,IPO,329.0
Startup_3691,2009,Australia,FinTech,Series B,377.0
Startup_3692,2006,USA,Tech,Series B,182.0
Startup_3693,2009,Germany,Healthcare,Seed,290.0
Startup_3694,2020,India,Gaming,Series A,439.0
Startup_3695,2008,France,EdTech,Series A,474.0
Startup_3696,2007,Canada,EdTech,IPO,256.0
Startup_3697,2013,France,EdTech,Seed,124.0
Startup_3698,2019,France,E-commerce,IPO,5.0
Startup_3699,2022,Canada,AI,IPO,243.0
Startup_3700,2001,Australia,FinTech,Seed,361.0
Startup_3701,2007,China,Energy,Series C,100.0
Startup_3702,2012,Brazil,Healthcare,Series B,315.0
Startup_3703,2017,UK,Logistics,Series B,276.0
Startup_3704,2017,Japan,Healthcare,Series A,499.0
Startup_3705,2018,Brazil,E-commerce,Series A,94.0
Startup_3706,2017,UK,Energy,Series B,404.0
Startup_3707,2005,Germany,Gaming,Series B,32.0
Startup_3708,2005,India,Gaming,IPO,102.0
Startup_3709,2018,Germany,AI,Series C,364.0
Startup_3710,2005,UK,Logistics,IPO,115.0
Startup_3711,2008,India,FoodTech,Series B,48.0
Startup_3712,2012,China,E-commerce,Series B,492.0
Startup_3713,2007,Germany,AI,Seed,96.0
Startup_3714,2001,India,AI,Series B,41.0
Startup_3715,2018,USA,FoodTech,Series B,139.0
Startup_3716,2009,Australia,E-commerce,Series C,487.0
Startup_3717,2014,France,Tech,Seed,456.0
Startup_3718,2020,Canada,Gaming,Series B,147.0
Startup_3719,2006,UK,FinTech,Series C,202.0
Startup_3720,2014,Brazil,Gaming,Series C,206.0
Startup_3721,2001,China,E-commerce,Series C,390.0
Startup_3722,2012,France,FoodTech,Series B,128.0
Startup_3723,2019,Brazil,EdTech,Series A,107.0
Startup_3724,2005,Germany,FoodTech,Series C,60.0
Startup_3725,2013,India,Gaming,Series C,103.0
Startup_3726,2016,Brazil,FinTech,IPO,4.0
Startup_3727,2015,USA,FinTech,Series A,278.0
Startup_3728,2002,France,EdTech,IPO,228.0
Startup_3729,2013,USA,AI,Seed,33.0
Startup_3730,2010,Australia,Energy,Seed,31.0
Startup_3731,2004,Australia,Logistics,Seed,74.0
Startup_3732,2012,Brazil,Healthcare,Series C,57.0
Startup_3733,2020,India,E-commerce,Series C,396.0
Startup_3734,2009,Brazil,FinTech,Seed,255.0
Startup_3735,2003,India,EdTech,Series B,43.0
Startup_3736,2009,Australia,FinTech,IPO,160.0
Startup_3737,2022,Germany,FinTech,Series B,211.0
Startup_3738,2012,France,Tech,Series A,100.0
Startup_3739,2000,UK,Gaming,Series A,59.0
Startup_3740,2021,USA,Healthcare,Seed,359.0
Startup_3741,2020,Germany,E-commerce,Seed,350.0
Startup_3742,2005,Germany,Gaming,IPO,186.0
Startup_3743,2020,China,EdTech,IPO,145.0
Startup_3744,2005,Australia,FinTech,Series A,271.0
Startup_3745,2022,India,Healthcare,Series A,288.0
Startup_3746,2009,Germany,AI,IPO,373.0
Startup_3747,2021,Australia,Energy,Series C,159.0
Startup_3748,2008,Australia,E-commerce,Series A,494.0
Startup_3749,2004,India,AI,Series C,276.0
Startup_3750,2001,India,Gaming,Series A,493.0
Startup_3751,2004,Australia,Logistics,Series A,204.0
Startup_3752,2015,Canada,E-commerce,Series B,41.0
Startup_3753,2022,India,FinTech,Seed,404.0
Startup_3754,2012,USA,Healthcare,Series C,142.0
Startup_3755,2021,USA,AI,Series A,148.0
Startup_3756,2000,USA,FoodTech,Series B,181.0
Startup_3757,2008,Australia,Healthcare,IPO,41.0
Startup_3758,2005,France,E-commerce,IPO,128.0
Startup_3759,2015,Brazil,Energy,Seed,342.0
Startup_3760,2011,India,Healthcare,Series B,250.0
Startup_3761,2008,Germany,Logistics,Series B,339.0
Startup_3762,2017,Canada,Energy,Series C,311.0
Startup_3763,2005,France,Energy,IPO,211.0
Startup_3764,2014,Brazil,FoodTech,Series B,499.0
Startup_3765,2008,Germany,EdTech,IPO,29.0
Startup_3766,2022,Australia,E-commerce,Series B,353.0
Startup_3767,2020,Brazil,Healthcare,Series B,133.0
Startup_3768,2021,France,FoodTech,Series C,53.0
Startup_3769,2022,Brazil,FinTech,Series C,199.0
Startup_3770,2007,Japan,FinTech,IPO,211.0
Startup_3771,2016,UK,FinTech,Series A,413.0
Startup_3772,2002,India,Gaming,Series C,493.0
Startup_3773,2017,Canada,FoodTech,Seed,292.0
Startup_3774,2002,USA,Logistics,Series B,282.0
Startup_3775,2004,India,Gaming,Seed,359.0
Startup_3776,2016,France,FinTech,IPO,475.0
Startup_3777,2017,Japan,E-commerce,Series B,248.0
Startup_3778,2011,Japan,EdTech,Seed,11.0
Startup_3779,2018,China,Logistics,Series B,422.0
Startup_3780,2002,Brazil,Energy,Series A,463.0
Startup_3781,2020,Germany,E-commerce,Seed,468.0
Startup_3782,2022,China,EdTech,IPO,415.0
Startup_3783,2001,Brazil,FinTech,IPO,318.0
Startup_3784,2005,USA,FoodTech,Series A,487.0
Startup_3785,2021,India,E-commerce,Series C,180.0
Startup_3786,2003,China,EdTech,Series A,105.0
Startup_3787,2018,China,AI,Series C,356.0
Startup_3788,2004,Germany,FoodTech,Series C,14.0
Startup_3789,2016,France,FinTech,IPO,371.0
Startup_3790,2004,Canada,Tech,Seed,307.0
Startup_3791,2020,Brazil,Gaming,Seed,447.0
Startup_3792,2008,Japan,Gaming,Seed,88.0
Startup_3793,2016,Canada,Tech,Series B,61.0
Startup_3794,2019,Canada,EdTech,Series A,360.0
Startup_3795,2009,UK,Logistics,Series C,477.0
Startup_3796,2012,Germany,Tech,IPO,105.0
Startup_3797,2007,India,Logistics,Series B,353.0
Startup_3798,2010,Japan,Gaming,Series A,280.0
Startup_3799,2018,India,Healthcare,IPO,170.0
Startup_3800,2016,Canada,EdTech,Seed,6.0
Startup_3801,2022,USA,E-commerce,IPO,366.0
Startup_3802,2020,USA,Gaming,Series A,204.0
Startup_3803,2012,Germany,Logistics,Series A,420.0
Startup_3804,2008,UK,FoodTech,Series A,309.0
Startup_3805,2013,France,EdTech,Series B,448.0
Startup_3806,2020,Brazil,E-commerce,Series A,496.0
Startup_3807,2017,Germany,FinTech,Series C,359.0
Startup_3808,2006,UK,Tech,Series B,444.0
Startup_3809,2019,France,Healthcare,Series B,119.0
Startup_3810,2009,Brazil,Healthcare,Series A,88.0
Startup_3811,2001,Germany,Energy,Seed,326.0
Startup_3812,2008,Australia,Energy,Series B,220.0
Startup_3813,2001,France,Tech,Seed,343.0
Startup_3814,2013,China,Energy,Seed,289.0
Startup_3815,2022,Australia,FoodTech,Series B,457.0
Startup_3816,2020,France,Tech,Series A,286.0
Startup_3817,2021,UK,E-commerce,Seed,135.0
Startup_3818,2017,India,Gaming,Series C,157.0
Startup_3819,2000,Germany,EdTech,Series A,380.0
Startup_3820,2004,UK,FinTech,Series C,150.0
Startup_3821,2012,USA,EdTech,Series C,241.0
Startup_3822,2004,USA,Tech,Series A,114.0
Startup_3823,2010,Brazil,AI,IPO,67.0
Startup_3824,2016,Australia,FoodTech,Series A,83.0
Startup_3825,2015,Canada,Gaming,Series A,34.0
Startup_3826,2009,China,AI,Series B,36.0
Startup_3827,2018,France,Gaming,IPO,115.0
Startup_3828,2001,India,Tech,Series B,87.0
Startup_3829,2007,UK,AI,Series C,54.0
Startup_3830,2015,India,Healthcare,Seed,149.0
Startup_3831,2003,Germany,Energy,Seed,307.0
Startup_3832,2018,Japan,Logistics,IPO,281.0
Startup_3833,2016,France,Energy,Series B,455.0
Startup_3834,2000,France,Gaming,IPO,251.0
Startup_3835,2005,Canada,E-commerce,Series B,363.0
Startup_3836,2012,USA,Tech,Series B,267.0
Startup_3837,2022,Japan,E-commerce,Seed,71.0
Startup_3838,2013,France,FoodTech,Series B,386.0
Startup_3839,2007,Japan,AI,IPO,413.0
Startup_3840,2001,France,AI,Seed,251.0
Startup_3841,2022,India,Energy,Series B,230.0
Startup_3842,2001,China,AI,Series A,387.0
Startup_3843,2000,Canada,E-commerce,Series B,372.0
Startup_3844,2000,Brazil,E-commerce,Series A,285.0
Startup_3845,2022,China,E-commerce,Seed,349.0
Startup_3846,2002,Australia,Tech,Series A,141.0
Startup_3847,2019,USA,FinTech,Series C,465.0
Startup_3848,2005,Canada,FinTech,Series B,9.0
Startup_3849,2008,Japan,Gaming,Seed,285.0
Startup_3850,2003,India,E-commerce,IPO,406.0
Startup_3851,2021,India,Energy,Seed,461.0
Startup_3852,2009,USA,Tech,IPO,298.0
Startup_3853,2018,Germany,Energy,Series B,107.0
Startup_3854,2008,USA,E-commerce,Series B,132.0
Startup_3855,2014,UK,Gaming,Series B,138.0
Startup_3856,2004,UK,EdTech,Seed,80.0
Startup_3857,2008,UK,FoodTech,Seed,35.0
Startup_3858,2013,India,FoodTech,Seed,263.0
Startup_3859,2000,UK,Healthcare,Series A,272.0
Startup_3860,2006,Australia,FinTech,IPO,152.0
Startup_3861,2020,China,Logistics,Series C,53.0
Startup_3862,2006,India,EdTech,Series A,155.0
Startup_3863,2002,UK,Healthcare,IPO,49.0
Startup_3864,2013,UK,Gaming,Series A,306.0
Startup_3865,2007,Canada,Energy,IPO,260.0
Startup_3866,2018,France,AI,Series A,385.0
Startup_3867,2000,Germany,Logistics,Series B,385.0
Startup_3868,2013,India,FoodTech,Series A,337.0
Startup_3869,2011,China,E-commerce,Seed,446.0
Startup_3870,2019,Canada,AI,Series B,218.0
Startup_3871,2003,UK,Healthcare,Series B,64.0
Startup_3872,2001,India,Tech,Series A,182.0
Startup_3873,2006,Australia,EdTech,Series B,273.0
Startup_3874,2018,Germany,AI,Series C,307.0
Startup_3875,2004,UK,E-commerce,Series A,169.0
Startup_3876,2002,India,EdTech,Series A,255.0
Startup_3877,2015,Japan,FinTech,Seed,343.0
Startup_3878,2019,UK,FinTech,Seed,241.0
Startup_3879,2000,Germany,Tech,Series B,464.0
Startup_3880,2016,China,AI,Series B,248.0
Startup_3881,2005,UK,FinTech,Series C,158.0
Startup_3882,2014,Australia,Tech,Series C,328.0
Startup_3883,2015,Brazil,EdTech,IPO,474.0
Startup_3884,2007,Germany,Logistics,IPO,231.0
Startup_3885,2007,Japan,Energy,Series C,403.0
Startup_3886,2010,France,EdTech,Seed,434.0
Startup_3887,2022,Brazil,Tech,Series B,338.0
Startup_3888,2012,USA,FoodTech,Seed,196.0
Startup_3889,2020,USA,EdTech,Seed,387.0
Startup_3890,2016,Japan,Energy,Series A,257.0
Startup_3891,2019,China,Logistics,Series C,283.0
Startup_3892,2000,USA,EdTech,Seed,449.0
Startup_3893,2021,Germany,Gaming,Seed,56.0
Startup_3894,2017,France,Logistics,Seed,86.0
Startup_3895,2018,Germany,EdTech,Series A,366.0
Startup_3896,2008,Canada,Energy,Series A,455.0
Startup_3897,2004,Germany,FoodTech,Series C,167.0
Startup_3898,2014,Canada,Tech,IPO,219.0
Startup_3899,2019,Australia,FoodTech,Series A,340.0
Startup_3900,2010,Brazil,Energy,Seed,254.0
Startup_3901,2006,UK,Healthcare,Series C,267.0
Startup_3902,2018,Canada,Gaming,IPO,129.0
Startup_3903,2008,Germany,Tech,IPO,401.0
Startup_3904,2004,Germany,Tech,Seed,120.0
Startup_3905,2001,USA,E-commerce,IPO,472.0
Startup_3906,2008,UK,FinTech,Seed,107.0
Startup_3907,2001,India,Energy,Seed,262.0
Startup_3908,2004,Brazil,Logistics,Series C,452.0
Startup_3909,2011,Japan,Logistics,Series A,58.0
Startup_3910,2012,France,FinTech,Series A,444.0
Startup_3911,2005,Japan,FinTech,IPO,135.0
Startup_3912,2022,Germany,FinTech,IPO,425.0
Startup_3913,2006,France,Logistics,Series C,320.0
Startup_3914,2020,Brazil,FinTech,Seed,100.0
Startup_3915,2019,France,Logistics,Series B,250.0
Startup_3916,2017,UK,Gaming,Seed,480.0
Startup_3917,2022,Canada,E-commerce,Series C,271.0
Startup_3918,2013,Japan,Logistics,IPO,200.0
Startup_3919,2018,China,FinTech,IPO,364.0
Startup_3920,2020,Germany,Healthcare,Series C,263.0
Startup_3921,2010,China,E-commerce,Series C,336.0
Startup_3922,2020,India,FinTech,Seed,120.0
Startup_3923,2004,USA,Logistics,Series A,60.0
Startup_3924,2016,Germany,Tech,IPO,262.0
Startup_3925,2022,China,EdTech,Series A,15.0
Startup_3926,2012,USA,EdTech,Series B,187.0
Startup_3927,2018,India,EdTech,Series B,474.0
Startup_3928,2019,Brazil,Tech,Series C,162.0
Startup_3929,2014,China,Gaming,Series B,81.0
Startup_3930,2005,Canada,E-commerce,Series B,126.0
Startup_3931,2000,Germany,EdTech,Series C,64.0
Startup_3932,2011,USA,EdTech,Series A,252.0
Startup_3933,2019,India,Logistics,Series B,294.0
Startup_3934,2013,USA,Tech,Seed,281.0
Startup_3935,2007,France,EdTech,IPO,478.0
Startup_3936,2012,China,AI,Series A,10.0
Startup_3937,2001,Australia,Tech,Series C,464.0
Startup_3938,2013,India,FinTech,IPO,210.0
Startup_3939,2015,USA,Healthcare,IPO,384.0
Startup_3940,2003,Australia,Gaming,Series A,180.0
Startup_3941,2001,Brazil,FinTech,Seed,447.0
Startup_3942,2022,UK,Logistics,IPO,412.0
Startup_3943,2021,USA,Energy,Seed,383.0
Startup_3944,2009,USA,FinTech,Seed,85.0
Startup_3945,2017,India,Healthcare,Series B,177.0
Startup_3946,2021,France,FinTech,Series A,94.0
Startup_3947,2021,India,FinTech,Series A,108.0
Startup_3948,2004,UK,EdTech,Series B,432.0
Startup_3949,2019,Brazil,EdTech,Seed,335.0
Startup_3950,2018,India,Gaming,Seed,219.0
Startup_3951,2012,Canada,Energy,Series A,200.0
Startup_3952,2016,Germany,EdTech,IPO,411.0
Startup_3953,2009,Brazil,Gaming,IPO,83.0
Startup_3954,2005,Canada,FinTech,Series A,44.0
Startup_3955,2021,Japan,FoodTech,Series C,126.0
Startup_3956,2011,India,FoodTech,Series B,122.0
Startup_3957,2014,USA,E-commerce,IPO,262.0
Startup_3958,2019,Japan,E-commerce,Series C,416.0
Startup_3959,2019,India,Healthcare,Series B,58.0
Startup_3960,2014,Australia,E-commerce,Series C,309.0
Startup_3961,2017,Canada,Healthcare,Seed,124.0
Startup_3962,2021,Brazil,E-commerce,Series C,98.0
Startup_3963,2004,France,AI,Series B,404.0
Startup_3964,2009,France,E-commerce,IPO,352.0
Startup_3965,2010,Germany,Gaming,Series C,288.0
Startup_3966,2017,USA,Healthcare,Series B,293.0
Startup_3967,2020,China,AI,Series A,297.0
Startup_3968,2004,Japan,Tech,Series A,403.0
Startup_3969,2002,India,FinTech,Series B,162.0
Startup_3970,2005,Japan,Tech,Series C,405.0
Startup_3971,2002,Germany,FoodTech,Seed,14.0
Startup_3972,2014,Australia,AI,Series C,391.0
Startup_3973,2007,China,Energy,Series A,493.0
Startup_3974,2010,Brazil,Energy,Seed,359.0
Startup_3975,2014,Canada,Gaming,Series C,273.0
Startup_3976,2016,Canada,Gaming,Series A,85.0
Startup_3977,2020,India,FinTech,Seed,57.0
Startup_3978,2001,France,E-commerce,Series A,67.0
Startup_3979,2003,USA,Gaming,IPO,99.0
Startup_3980,2013,Japan,Energy,IPO,321.0
Startup_3981,2013,China,Logistics,Seed,457.0
Startup_3982,2008,France,Logistics,Series B,181.0
Startup_3983,2012,India,E-commerce,Series A,401.0
Startup_3984,2009,USA,AI,IPO,296.0
Startup_3985,2016,France,Logistics,IPO,227.0
Startup_3986,2017,UK,Healthcare,Seed,470.0
Startup_3987,2011,India,AI,Seed,248.0
Startup_3988,2021,Canada,AI,Seed,262.0
Startup_3989,2005,Japan,Gaming,Seed,446.0
Startup_3990,2002,USA,FinTech,Series A,201.0
Startup_3991,2013,Brazil,EdTech,Series B,222.0
Startup_3992,2006,India,Logistics,Series C,444.0
Startup_3993,2008,India,E-commerce,IPO,181.0
Startup_3994,2016,Japan,AI,Series A,336.0
Startup_3995,2001,Japan,AI,Series B,489.0
Startup_3996,2020,China,FoodTech,Series C,409.0
Startup_3997,2021,Canada,AI,Series C,490.0
Startup_3998,2000,China,FinTech,Seed,243.0
Startup_3999,2008,France,FoodTech,Series C,313.0
Startup_4000,2002,Brazil,Healthcare,Series A,358.0
Startup_4001,2005,Germany,Healthcare,Series A,99.0
Startup_4002,2015,Canada,Healthcare,Series C,214.0
Startup_4003,2002,India,E-commerce,Series C,461.0
Startup_4004,2022,India,EdTech,Series C,164.0
Startup_4005,2019,Brazil,FinTech,Series B,33.0
Startup_4006,2017,India,FinTech,Series B,15.0
Startup_4007,2013,China,Gaming,Series A,489.0
Startup_4008,2013,Brazil,EdTech,IPO,53.0
Startup_4009,2003,Germany,Energy,Series A,146.0
Startup_4010,2003,Canada,E-commerce,Seed,345.0
Startup_4011,2014,China,Logistics,Seed,430.0
Startup_4012,2013,UK,E-commerce,Series B,84.0
Startup_4013,2011,India,Logistics,Seed,388.0
Startup_4014,2000,China,EdTech,Series B,468.0
Startup_4015,2020,India,EdTech,IPO,202.0
Startup_4016,2016,Japan,Healthcare,Series A,269.0
Startup_4017,2004,Japan,Energy,Series A,145.0
Startup_4018,2000,Germany,FinTech,Series C,172.0
Startup_4019,2004,Brazil,Gaming,Series C,150.0
Startup_4020,2008,India,EdTech,IPO,450.0
Startup_4021,2006,France,Energy,Series C,124.0
Startup_4022,2006,China,EdTech,Seed,123.0
Startup_4023,2015,China,EdTech,Series B,87.0
Startup_4024,2000,UK,Healthcare,Seed,451.0
Startup_4025,2003,India,FoodTech,IPO,258.0
Startup_4026,2019,Germany,AI,Series C,442.0
Startup_4027,2000,India,Logistics,IPO,488.0
Startup_4028,2009,Australia,AI,IPO,148.0
Startup_4029,2007,USA,Logistics,Seed,85.0
Startup_4030,2000,Germany,Healthcare,Series B,267.0
Startup_4031,2000,USA,Healthcare,IPO,171.0
Startup_4032,2005,Germany,Healthcare,Series A,303.0
Startup_4033,2017,Australia,FoodTech,Series A,261.0
Startup_4034,2000,Japan,Tech,Seed,107.0
Startup_4035,2011,Germany,AI,Seed,450.0
Startup_4036,2004,USA,AI,Seed,132.0
Startup_4037,2000,France,Tech,IPO,440.0
Startup_4038,2001,Canada,FoodTech,Series B,91.0
Startup_4039,2013,USA,FoodTech,Series B,249.0
Startup_4040,2022,UK,Tech,Series B,388.0
Startup_4041,2002,China,Tech,Series A,473.0
Startup_4042,2010,Australia,Tech,Series C,59.0
Startup_4043,2016,India,Logistics,Seed,257.0
Startup_4044,2002,Canada,AI,IPO,3.0
Startup_4045,2012,France,FinTech,IPO,463.0
Startup_4046,2003,China,Energy,IPO,27.0
Startup_4047,2013,China,FoodTech,Series C,330.0
Startup_4048,2006,India,Logistics,Seed,113.0
Startup_4049,2004,Australia,EdTech,IPO,271.0
Startup_4050,2017,Japan,Logistics,Series B,8.0
Startup_4051,2011,China,EdTech,Series B,7.0
Startup_4052,2013,USA,FoodTech,Seed,328.0
Startup_4053,2019,Japan,FinTech,Seed,162.0
Startup_4054,2007,Brazil,AI,Series B,304.0
Startup_4055,2021,Germany,Tech,Series B,485.0
Startup_4056,2004,China,Gaming,Seed,410.0
Startup_4057,2006,UK,EdTech,Series A,368.0
Startup_4058,2011,Germany,Energy,Series B,322.0
Startup_4059,2005,UK,Gaming,Series C,399.0
Startup_4060,2021,Australia,E-commerce,Series B,278.0
Startup_4061,2014,USA,Logistics,Series C,335.0
Startup_4062,2011,Japan,EdTech,IPO,49.0
Startup_4063,2014,India,AI,Series A,9.0
Startup_4064,2001,Germany,FoodTech,Seed,254.0
Startup_4065,2000,India,Gaming,Series C,375.0
Startup_4066,2000,India,FoodTech,IPO,438.0
Startup_4067,2005,India,Energy,Series B,22.0
Startup_4068,2013,Japan,Logistics,IPO,322.0
Startup_4069,2010,USA,AI,Series A,200.0
Startup_4070,2020,Germany,AI,Series A,361.0
Startup_4071,2013,Germany,Gaming,Series A,29.0
Startup_4072,2004,India,Logistics,Seed,287.0
Startup_4073,2014,France,Tech,Series A,42.0
Startup_4074,2016,France,Tech,IPO,308.0
Startup_4075,2022,Australia,AI,Seed,150.0
Startup_4076,2004,Australia,Energy,Seed,55.0
Startup_4077,2011,France,Logistics,Series A,206.0
Startup_4078,2008,UK,Energy,Series C,358.0
Startup_4079,2007,UK,AI,Series A,261.0
Startup_4080,2009,Germany,EdTech,Seed,146.0
Startup_4081,2018,Japan,FinTech,Series B,236.0
Startup_4082,2006,India,Tech,IPO,347.0
Startup_4083,2011,France,Tech,IPO,150.0
Startup_4084,2006,India,Healthcare,IPO,76.0
Startup_4085,2011,France,Logistics,IPO,197.0
Startup_4086,2005,Japan,Logistics,Series B,486.0
Startup_4087,2004,India,Tech,Seed,121.0
Startup_4088,2000,Germany,Tech,Series B,263.0
Startup_4089,2009,India,Tech,Series A,132.0
Startup_4090,2014,USA,EdTech,Series B,70.0
Startup_4091,2011,Germany,EdTech,Seed,373.0
Startup_4092,2005,India,Logistics,Seed,496.0
Startup_4093,2009,USA,Gaming,IPO,460.0
Startup_4094,2021,India,FinTech,Series A,474.0
Startup_4095,2004,Canada,Healthcare,IPO,117.0
Startup_4096,2003,Brazil,AI,Series C,179.0
Startup_4097,2017,Germany,FoodTech,Series B,480.0
Startup_4098,2021,France,Energy,Seed,406.0
Startup_4099,2005,Australia,Tech,IPO,449.0
Startup_4100,2007,China,Healthcare,IPO,289.0
Startup_4101,2015,USA,AI,Series A,298.0
Startup_4102,2002,India,EdTech,Series C,245.0
Startup_4103,2013,Australia,Energy,Series C,176.0
Startup_4104,2008,India,AI,Series B,434.0
Startup_4105,2000,Germany,Logistics,IPO,134.0
Startup_4106,2009,France,FoodTech,IPO,149.0
Startup_4107,2013,Canada,Healthcare,Series A,25.0
Startup_4108,2012,Canada,Logistics,Seed,214.0
Startup_4109,2005,Germany,EdTech,Seed,12.0
Startup_4110,2020,India,Healthcare,Series A,176.0
Startup_4111,2016,China,AI,IPO,445.0
Startup_4112,2009,Canada,Gaming,Series A,283.0
Startup_4113,2002,Australia,FoodTech,Seed,240.0
Startup_4114,2011,Canada,AI,Series B,288.0
Startup_4115,2000,Brazil,AI,Series A,254.0
Startup_4116,2006,Germany,EdTech,Series B,75.0
Startup_4117,2004,Australia,FinTech,Seed,385.0
Startup_4118,2007,Australia,Tech,Series A,288.0
Startup_4119,2005,Australia,Logistics,Seed,92.0
Startup_4120,2011,Japan,FinTech,Series B,157.0
Startup_4121,2015,France,Tech,IPO,101.0
Startup_4122,2002,Japan,FoodTech,Series A,109.0
Startup_4123,2020,Canada,EdTech,Series A,182.0
Startup_4124,2005,USA,Gaming,IPO,54.0
Startup_4125,2016,Japan,FoodTech,Series B,279.0
Startup_4126,2014,Brazil,AI,Series A,490.0
Startup_4127,2003,UK,Healthcare,Seed,66.0
Startup_4128,2000,Canada,Healthcare,Series B,251.0
Startup_4129,2009,India,FoodTech,IPO,157.0
Startup_4130,2012,USA,Energy,Seed,223.0
Startup_4131,2004,India,Tech,Series B,258.0
Startup_4132,2001,Japan,FoodTech,Seed,132.0
Startup_4133,2007,India,EdTech,Series B,75.0
Startup_4134,2001,Australia,FinTech,Series C,305.0
Startup_4135,2016,Brazil,Tech,Seed,53.0
Startup_4136,2000,USA,EdTech,Series B,445.0
Startup_4137,2009,UK,E-commerce,Series A,93.0
Startup_4138,2021,Australia,FoodTech,Series B,38.0
Startup_4139,2019,Germany,E-commerce,Series B,69.0
Startup_4140,2007,Germany,Gaming,Seed,270.0
Startup_4141,2019,UK,EdTech,IPO,103.0
Startup_4142,2011,Australia,Logistics,Seed,177.0
Startup_4143,2004,Canada,FinTech,Series A,57.0
Startup_4144,2018,Canada,AI,IPO,194.0
Startup_4145,2013,China,Healthcare,Series B,21.0
Startup_4146,2001,Canada,Gaming,Series C,12.0
Startup_4147,2005,UK,Gaming,Seed,379.0
Startup_4148,2012,China,Energy,Series C,198.0
Startup_4149,2003,Germany,Energy,Series C,222.0
Startup_4150,2020,China,Healthcare,IPO,61.0
Startup_4151,2001,Australia,Gaming,Series C,207.0
Startup_4152,2021,France,AI,Series A,273.0
Startup_4153,2004,Brazil,Logistics,Series B,330.0
Startup_4154,2011,Brazil,Logistics,IPO,355.0
Startup_4155,2008,China,Tech,Series C,35.0
Startup_4156,2012,China,AI,Series C,263.0
Startup_4157,2001,Japan,Energy,Series C,194.0
Startup_4158,2017,China,Healthcare,Seed,1.0
Startup_4159,2002,UK,FinTech,IPO,87.0
Startup_4160,2001,UK,EdTech,IPO,470.0
Startup_4161,2013,UK,FoodTech,Series B,66.0
Startup_4162,2005,USA,Energy,IPO,471.0
Startup_4163,2000,Japan,Energy,Series A,248.0
Startup_4164,2020,USA,Energy,Seed,146.0
Startup_4165,2020,UK,Gaming,Seed,236.0
Startup_4166,2006,Canada,Gaming,Seed,485.0
Startup_4167,2003,UK,AI,Series B,81.0
Startup_4168,2006,UK,EdTech,Seed,160.0
Startup_4169,2015,Germany,FoodTech,IPO,67.0
Startup_4170,2019,Brazil,Energy,Series B,340.0
Startup_4171,2020,India,FinTech,Seed,43.0
Startup_4172,2018,Germany,FinTech,Series C,19.0
Startup_4173,2013,Japan,AI,Seed,466.0
Startup_4174,2011,Japan,EdTech,IPO,192.0
Startup_4175,2008,Japan,Gaming,Series C,18.0
Startup_4176,2004,UK,Tech,Series A,471.0
Startup_4177,2015,France,Logistics,Seed,108.0
Startup_4178,2005,Brazil,EdTech,Series B,323.0
Startup_4179,2004,Canada,EdTech,Series A,120.0
Startup_4180,2010,Australia,FoodTech,Series B,153.0
Startup_4181,2006,Australia,Logistics,IPO,16.0
Startup_4182,2013,China,EdTech,Seed,376.0
Startup_4183,2010,China,Energy,Series C,329.0
Startup_4184,2012,Germany,Gaming,Seed,472.0
Startup_4185,2020,UK,Tech,Series B,235.0
Startup_4186,2017,UK,FinTech,IPO,163.0
Startup_4187,2008,Brazil,EdTech,Series A,485.0
Startup_4188,2001,France,E-commerce,Series C,333.0
Startup_4189,2011,China,Gaming,Series A,58.0
Startup_4190,2006,France,Tech,Series C,440.0
Startup_4191,2015,Australia,Tech,Series A,420.0
Startup_4192,2004,Brazil,Logistics,Series A,379.0
Startup_4193,2003,Canada,Tech,Series A,146.0
Startup_4194,2017,Australia,Energy,Series B,149.0
Startup_4195,2006,India,E-commerce,IPO,102.0
Startup_4196,2007,France,Tech,IPO,475.0
Startup_4197,2006,France,FoodTech,Series B,216.0
Startup_4198,2006,France,Tech,Series A,311.0
Startup_4199,2004,Japan,Energy,Seed,249.0
Startup_4200,2022,USA,FoodTech,Series C,345.0
Startup_4201,2017,France,Logistics,Seed,56.0
Startup_4202,2003,UK,Energy,IPO,444.0
Startup_4203,2022,Germany,Gaming,IPO,2.0
